Word,Occurrences
marketing,2
discount,1
corp,1
substitution,1
permitted,1
chapter,14
limitation,2
months,1
hostilities,10
genocide,5
islands,8
efforts,8
functions,19
facility,7
civil,23
petroleum,1
negative,1
down,2
furnishing,16
coastal,3
balanced,2
emigrate,1
existed,1
authorizes,4
droughtstricken,2
support,47
legislation,13
sovereign,6
virgin,1
fought,2
authorized,4
bolivia,2
was,3
war,19
amateur,13
form,6
offer,1
landing,1
failure,1
solar,2
sustained,1
surrender,2
counsel,1
assessment,4
spouses,1
maximum,1
minor,2
vatican,1
attaches,1
dues,1
strengthening,7
computing,1
assassinations,1
xiii,1
expertise,2
revitalize,1
accounting,4
adversely,12
pretrial,4
negotiations,11
physical,1
palestinian,2
vista,1
discriminate,1
no,11
agreeing,1
cambodia,25
flood,1
tin,4
republic,70
holding,2
operators,2
permitting,3
liquidate,2
miscellaneous,1
transported,8
authorities,11
transfers,1
explosions,1
regime,15
expropriate,2
ottawa,2
withhold,1
vietnam,80
time,2
precedent,3
restored,1
corps,76
consul,2
relieve,1
supplement,2
battle,2
venice,1
william,1
zone,105
environment,8
compensate,1
permanently,1
circumstances,3
veterans,5
protective,31
choice,1
liability,12
deploring,2
betterment,1
governments,16
did,1
die,2
philippines,18
permits,1
proposals,8
brother,1
standards,6
leave,1
settle,1
arrears,1
prevent,24
olympic,57
dealing,3
observance,2
cost,1
krakow,1
substitute,1
afghanistan,6
indochina,20
constitution,15
psychotropic,1
assistance,493
remain,8
uniform,2
somalia,1
international,403
principal,1
satisfy,2
supporting,5
transportation,11
guardian,1
clerk,1
victimized,4
agreement,40
water,5
groups,1
persecuted,2
earthquake,17
change,5
passengers,1
exemption,1
canadian,34
institute,8
mostfavorednation,10
thereunder,1
exploitation,1
studies,1
antiapartheid,1
retired,2
hostages,9
inducing,2
lending,3
crisis,2
market,4
troops,3
working,8
visit,1
sports,5
live,1
films,2
conservation,58
cited,2
commissioner,1
sharing,1
validity,4
approving,1
commissioned,1
cases,12
effort,2
organizations,18
facilitating,2
can,1
growing,1
making,36
fauna,2
hiroshima,1
unconditional,3
claim,3
citizens,54
expanding,3
locks,3
performed,4
council,17
allowed,9
offense,5
clothing,3
parliamentary,16
productive,3
requirements,9
winter,10
inheritance,2
cuba,20
hostage,14
fourth,1
elephant,2
ensure,2
allowable,1
absolute,1
sworn,1
economy,7
product,1
may,53
southern,3
vine,1
membership,16
produce,2
designed,2
commit,4
improving,13
data,2
natural,9
commodity,6
whenever,1
borrowing,1
subdivisions,8
so,4
deposit,1
african,45
representation,1
embassies,2
serving,1
furnished,4
gradual,3
seizing,1
years,64
stability,3
course,3
blocked,2
police,3
monitor,2
internationally,12
presence,1
forms,2
tort,1
continue,2
policy,59
coordinated,5
bipartisan,2
undermines,1
chanceries,3
texas,1
finance,16
thereby,3
janeiro,5
allocation,1
nation,9
records,3
not,49
provision,14
widespread,1
rescind,2
name,1
stabilize,1
january,8
establishing,11
importation,1
amnesty,5
naturalization,1
extradite,2
el,31
honduras,1
revised,2
directing,13
conventions,1
ex,2
entering,1
year,130
et,1
girl,2
intended,3
canada,887
living,21
factors,1
profit,1
increase,39
contained,7
investigation,9
formula,1
receiving,1
happenings,1
bordering,2
rebuilding,3
million,4
incentives,1
rely,1
governing,5
obligation,2
marine,1
care,7
longrange,1
training,8
language,4
deprivation,1
transition,6
honest,1
place,6
routes,1
nonprofit,1
first,2
origin,1
romania,5
suspend,16
occupations,1
clause,6
one,1
reopen,1
commissioners,3
directly,1
carry,18
open,4
size,3
city,8
given,9
exportimport,3
district,7
participates,5
bahamas,3
imposing,1
influencing,3
draft,1
convention,68
structures,2
nutrition,3
activity,1
taxation,8
continuous,1
broadcast,6
released,2
tehran,4
interred,2
representing,2
than,8
population,12
television,1
require,134
diplomatic,64
transferred,4
hostagetaking,1
r,2
were,9
oath,14
san,1
sahel,2
premier,1
marijuana,1
nazi,2
any,134
efficient,3
aside,6
peacekeeping,5
endangered,3
emphasis,5
maintain,7
take,14
repeatedly,3
interior,5
channel,3
halibut,3
investigations,4
buffer,2
paid,14
donation,1
america,37
creditable,2
cuban,2
operate,2
especially,2
considered,4
reform,6
sale,5
ways,1
belowmarket,3
nuclear,5
senior,5
combatting,3
laws,8
shot,2
surplus,7
certification,5
german,9
pursuant,10
commitments,6
cambodian,5
fifth,2
deportation,5
ratio,1
title,68
interrogations,1
crime,7
only,4
explicitly,1
treasury,12
wilfully,1
alcoholism,1
reauthorize,1
hungarian,16
contracts,2
assistant,4
designated,5
employers,1
awaiting,1
denials,1
prime,91
regarding,6
secondment,1
resource,1
borrow,2
miles,2
liable,3
where,2
inside,1
bulgaria,4
rms,1
declared,2
seas,7
violated,7
intergovernmental,4
famine,34
actively,2
college,1
eliminating,1
parking,1
calendar,1
violates,1
interprovince,1
fails,6
federal,72
review,16
representatives,22
boundaries,5
outside,18
bureau,2
between,55
import,15
bombing,1
checks,1
infrastructure,1
august,1
parent,2
killing,1
awards,8
article,11
cities,3
isthmus,3
postage,1
dates,1
installation,2
missions,28
libya,11
residence,6
region,18
contract,4
deduction,19
s,8
iv,3
residency,3
expended,2
holders,1
allowance,3
duty,5
pakistan,2
autorization,1
attache,1
continuation,3
period,10
adjudication,6
maintained,3
grants,6
canadahungarian,2
perpetrators,1
custody,9
turkey,11
survivors,3
certify,1
informed,1
airlines,1
tropical,2
deposited,1
peaceful,19
technical,1
disclosed,1
enable,6
eprovince,1
reimburse,3
georgia,1
observers,1
wake,1
protections,2
declaration,12
former,2
those,24
case,10
developing,44
amend,562
handicapped,1
ongoing,1
policies,26
cordage,1
orientation,1
conferences,2
alcoholic,1
soil,2
engaged,3
middle,5
engages,6
technology,2
different,2
participant,1
doctor,1
pay,3
granted,11
postwar,1
same,4
ethiopia,2
distilled,1
insurers,1
events,3
status,9
oil,18
assigns,1
arctic,6
assist,16
antiterrorism,1
director,5
persons,32
statutory,2
disadvantaged,1
antiterrorist,2
costa,2
constitutional,1
costs,13
relief,62
alleviate,9
inability,1
termination,13
bodies,2
charged,6
summer,6
outdoor,1
being,10
money,1
actions,18
unofficial,2
communities,5
positions,2
statues,1
migration,3
death,1
except,2
improvement,12
bloc,1
treatment,18
deepsea,1
aspects,1
rules,4
sums,1
traffic,2
preference,3
commissionthe,1
mob,3
execution,10
recipient,2
designation,10
shelf,6
reimbursing,1
offenders,2
waiving,1
reduced,3
bellamy,1
superintendent,1
madrid,2
imprisonment,1
lebanon,14
pacific,16
supplementary,4
laotian,1
duration,1
racial,1
alternates,2
provided,18
caribbean,19
legal,2
depletion,2
zimbabwe,1
critical,1
imputed,1
provides,12
nonregional,3
staffs,10
restoring,3
severed,1
assembly,9
scientific,2
prosecution,8
credits,8
leadership,1
sixty,1
thailand,1
on,246
conducting,14
central,24
opium,3
stations,1
industry,3
violence,1
shrimp,6
protests,1
inclusion,2
communication,14
rumania,1
defraying,1
determine,1
parties,2
angola,8
jerusalem,3
prepare,3
area,10
totalitarian,1
racism,1
contiguous,27
agreements,31
passports,3
complete,10
vested,1
regard,8
cabinet,1
casebycase,2
reorganization,5
technologies,5
promote,93
with,232
haitian,2
shortterm,2
hire,1
october,16
sixtyfive,1
default,2
lawfully,3
depositing,1
dependents,1
vhf,1
regimes,5
citizenship,2
certain,254
sales,4
deep,12
general,23
governed,1
importing,5
diversity,2
film,2
again,1
amendments,4
nicaraguan,3
piracy,18
personnel,14
storage,1
narcotics,8
rubber,3
voluntarism,1
immunity,13
poor,1
collaborative,1
separate,1
guam,2
gifts,1
coverage,2
equitable,2
spouse,1
building,1
noninflationary,1
bilateral,3
omnibus,1
parcels,3
posts,4
directors,3
u,6
apparel,2
overseas,5
resolution,42
original,23
minister,128
all,49
consider,5
caused,5
dollar,1
seals,12
modernizing,1
cooperative,1
welfare,8
allowances,6
decisions,4
children,26
causes,2
participants,2
opportunities,3
removal,7
program,39
health,16
activities,43
belonging,3
global,2
appointment,7
returned,2
reprovince,7
detention,5
condition,7
list,1
prohibitions,9
biological,4
economically,1
exemptions,13
withheld,1
fence,1
penalties,3
paso,1
enhancement,1
further,27
attributable,7
investment,13
sue,1
defence,13
consumers,1
section,53
method,20
full,1
iran,30
coca,2
installations,2
modify,1
combating,21
operating,1
free,11
excess,1
november,6
compliance,1
experience,1
prior,1
amount,10
periodic,4
social,5
action,12
successors,1
options,2
authorize,367
disposition,3
family,3
requiring,5
enactment,1
africa,56
vest,1
sanction,1
establish,189
select,2
objectives,3
interception,1
two,5
mexicocanada,1
taken,8
promoting,5
injury,2
markets,6
achieving,2
authorization,36
more,5
israel,27
substances,2
securityrelated,3
company,10
outpatient,1
site,1
particular,1
known,19
willfully,2
salvador,30
nonu,1
paragraph,1
sent,3
abandon,2
specialized,1
longterm,5
share,5
accept,4
boycott,12
minimum,1
exclude,6
airplane,1
species,3
homicide,1
information,44
needs,11
court,6
processors,2
needy,6
acts,24
conducted,4
atlanticpacific,2
lakes,2
plans,8
advice,2
northward,1
plane,1
ambassador,2
faculty,1
develop,6
compulsory,2
acquisitions,2
emergencies,1
preferential,1
reestablishing,2
supervision,4
broadcasting,50
responsibility,2
grande,1
fundamental,3
banks,10
pleasure,1
geographic,2
exclusions,3
infant,1
mexican,2
help,17
copper,5
september,32
developed,2
mission,9
trade,54
disabled,3
held,20
logan,1
already,2
through,41
heirs,1
committee,39
committed,10
its,48
thereon,1
solving,1
late,1
territorial,29
systems,1
stephen,8
argentina,1
might,1
alter,9
fines,2
lacey,1
uhf,1
return,7
seeking,1
food,83
propose,1
awarding,1
framework,4
misuse,1
association,19
hereafter,6
imprisoned,3
fully,2
unita,2
capability,4
namibia,3
apartheid,10
found,3
friendship,4
ports,2
formulate,5
house,12
energy,25
hard,12
reduce,25
engaging,3
extended,2
undertake,2
operation,17
beyond,28
insurance,5
funding,7
robert,1
research,12
acting,2
safety,3
bretton,19
cognizable,1
evaluation,1
benjamin,1
equating,1
fiber,2
effect,27
factual,4
extraordinary,5
base,1
members,22
reparations,1
beginning,6
exportation,1
definition,5
owners,3
benefits,18
ceasefire,2
americas,1
liaison,7
threat,3
scouts,2
syria,1
assign,1
unsatisfied,2
major,3
consultations,2
belligerent,1
maritime,1
number,9
preservation,1
done,4
least,1
fees,1
arbitration,14
inapplicable,1
utilization,6
introduction,9
sealevel,2
construct,1
regulation,4
assumption,2
saint,8
secretariat,1
practicality,1
part,1
deductibility,2
favorable,2
consult,3
taxable,1
grace,1
financing,11
determines,8
iranian,4
recording,1
determined,1
marriage,1
fishermen,1
chairman,2
toward,10
declare,6
procedural,1
outstanding,1
strengthen,28
imports,1
philippine,2
murder,1
null,3
orders,3
sell,2
officers,10
majority,1
internal,30
generalized,3
province,112
towards,1
turkish,1
approves,5
measures,8
salmon,5
quota,9
coordinate,1
plan,1
significant,2
undertaken,1
services,13
approved,8
mineral,15
mobile,1
arising,4
humanitarian,45
traditional,1
charitable,3
artistic,15
jordan,1
enforceability,2
institutions,21
western,2
thomas,1
particularly,6
gold,6
obligations,5
commissions,1
readjustment,3
multilateral,6
harvesting,1
costing,1
impact,5
northern,3
justice,5
penalty,1
freedoms,2
equity,1
ban,1
his,2
permission,1
dependent,6
express,13
kind,1
gratia,2
during,14
him,1
grievances,3
remove,12
banking,2
investigate,4
common,3
withdrawal,3
sustainable,1
river,1
set,6
art,2
accompanied,1
rescheduling,2
individual,9
are,43
sea,26
polish,2
close,2
practices,6
youth,3
spirits,1
visiting,1
currently,9
degrading,1
salvadorans,4
conditions,15
available,7
korea,2
creating,5
missing,1
premises,1
prescribe,1
complement,7
attention,2
aircraft,20
opposition,7
understanding,1
embargoed,1
both,4
improved,6
license,2
appropriations,203
oversee,2
annual,11
foreign,475
connection,19
canadians,1
approve,1
finds,2
study,16
supply,1
reasons,1
loan,4
allegiance,13
community,3
deposits,3
agents,11
vessel,3
throughout,3
create,12
acceptance,4
political,16
due,1
strategy,1
whom,4
reduction,10
maintenance,17
laos,10
territory,8
meeting,1
pl,2
flight,2
honorary,3
exempt,8
deter,12
fund,101
determination,10
comptroller,1
counterintelligence,2
instructor,1
consulate,1
plants,1
handling,1
fur,6
frozen,2
judicial,3
socialist,17
budget,5
unprecedented,1
expressly,6
while,4
substantial,2
consular,6
elections,2
guide,1
engineers,1
owed,28
portugal,2
cents,1
mankinds,1
titanic,1
rio,6
fairer,1
italy,18
grant,2
government,121
textile,2
peoples,12
resulting,2
conflict,30
development,220
currencies,3
temporary,22
bonus,1
comprehensive,16
negotiate,2
levels,3
uses,2
purpose,18
revitalization,9
aggregate,1
recent,11
gsp,1
poland,13
without,4
person,9
historic,1
withdraw,3
entry,5
prevention,17
grievance,2
repealing,2
atomic,2
world,48
taiwan,7
injuries,3
cut,4
advisers,1
admission,1
cemetery,1
exercising,3
governmental,1
exhibition,2
violations,5
guarantees,4
administrative,11
build,2
tomas,1
victims,22
amended,21
emergency,43
evaluate,6
instructors,1
suffering,9
limitrophe,1
projects,7
rotate,1
imposed,15
d,1
strife,4
collect,1
immunization,2
individuals,36
contadora,4
essential,1
pertaining,1
senate,9
fathers,6
creation,1
delegation,1
urgent,3
economic,77
nicaragua,12
decision,1
transactions,3
benefit,1
per,1
firearm,4
antihijacking,11
seabed,15
eliminate,16
innovation,1
journalist,1
processing,5
continuing,12
use,63
assists,4
santa,1
santo,1
usc,3
relating,102
abroad,44
handled,1
wildlife,3
most,1
involving,3
extensions,1
block,1
pollution,10
therein,4
real,2
terrorists,21
into,22
within,37
appropriate,10
imfs,1
militarily,1
canal,146
statistics,2
renewal,6
question,3
submit,2
visas,1
governmenttogovernment,4
analyze,1
sections,6
vienna,16
landgrant,11
jewish,3
registered,4
immigration,1
fisheries,19
deductions,3
tamabayashi,1
atlantic,27
competition,9
russian,2
legation,4
notification,1
fulfilling,1
us,180
exploration,2
guyana,3
mozambique,5
similar,2
called,2
insignia,1
associated,4
selfhelp,1
peach,1
amounts,9
peace,112
application,8
income,62
department,86
confine,1
accidental,2
gross,8
problems,1
regulations,2
allowing,1
suppression,2
fertilizer,1
land,4
e,1
vice,1
age,6
required,6
train,1
requires,1
initiating,2
code,147
partial,4
issued,20
resistance,6
existing,3
eradicates,1
contributions,49
centers,1
issues,1
vietnamese,12
disposal,4
suits,2
languages,2
quarterly,2
internment,1
include,10
friendly,2
resources,24
seized,3
expressing,1
torture,3
cemeteries,2
wishes,2
continued,4
clement,1
timely,2
weapon,1
recreation,1
experiencing,1
race,1
canadaproduced,2
freed,1
barbara,1
enforce,1
concluded,1
mostfavored,2
traveling,1
licenses,1
wheat,6
universities,11
guaranties,2
access,1
capital,6
nicholas,1
exercise,3
body,3
exchange,13
respectively,1
commercial,8
rausch,1
slogans,1
objects,2
poverty,1
others,1
consideration,2
extreme,2
ukraine,3
engage,2
kissinger,1
receive,2
involved,1
fishermens,26
larger,1
alaska,7
merger,2
products,6
implement,46
makes,1
named,1
stabilization,2
egypt,2
complying,1
manage,1
private,1
motor,1
apply,10
resolutions,3
tools,2
desiring,1
standing,1
confidence,1
fee,3
lottery,2
consumption,1
failed,1
remains,2
illegal,5
ministers,6
calculation,1
extractive,2
reciprocity,4
vehicle,1
afforded,1
possession,3
parliament,46
shipwreck,2
imprisons,1
statutes,2
cooperate,15
emigration,4
carrying,6
appointed,5
renovate,1
subscription,1
account,4
animals,4
sanctions,12
this,4
publications,1
servants,1
accrued,5
meet,10
closing,2
rehabilitation,22
admiralty,1
proof,1
control,37
prohibiting,5
process,5
tax,63
purposes,464
high,2
effectively,3
reserves,5
vigne,1
educational,10
united,139
democracy,9
holds,1
located,13
carrier,1
forest,1
animal,4
reestablish,2
establishment,35
stock,3
buildings,16
waters,3
philosophy,1
collection,3
chiefs,2
ethnic,2
monitoring,5
lines,3
commodities,16
chief,1
nonexcess,1
allow,29
volunteers,13
furnish,7
producer,2
produced,2
including,11
agricultural,38
industries,4
bridges,5
outer,5
exclusion,9
la,1
ships,4
accredited,1
labor,2
permanent,11
criminal,22
pending,12
greater,13
enemy,6
placid,4
insisting,1
orphaned,7
applicants,5
worlds,1
february,7
airports,6
university,4
professorship,2
identified,1
peking,1
shortage,1
accounts,1
nationals,42
sovietbloc,2
related,41
aggravated,4
deficiency,1
ambassadors,2
agriculture,6
special,32
out,38
entertainment,1
relinquishing,1
unlawful,2
enforceable,1
evacuation,2
microenterprises,1
cause,3
red,1
disclose,2
recommendations,13
embassy,7
adherence,1
approaches,5
bering,1
york,7
conflicts,4
receipts,1
certifications,3
allies,1
hostile,5
spill,4
determining,5
feasible,2
length,2
allied,2
nationally,5
diminishes,1
facilitate,23
stimulate,1
south,72
oceanus,1
assignment,2
owned,4
alleged,7
date,7
rectifying,3
improvements,2
probation,2
reliable,1
owning,1
legislative,1
management,14
publication,2
privacy,1
system,28
relations,50
their,51
attack,3
inalienable,1
final,3
interests,12
enforcement,5
pribilof,6
gear,3
punish,5
canadaisraeli,1
environmental,5
branches,2
july,5
institution,2
updating,2
liquid,1
submitted,1
compensation,14
malpractice,1
providing,39
result,6
explicit,3
thereto,9
have,20
need,5
clearly,1
prohibits,1
documents,1
studying,1
agency,65
able,1
mechanism,3
relatives,1
legislatively,2
which,132
bus,1
korean,5
techniques,3
medals,1
worldwide,1
unless,22
combat,18
who,39
payment,32
statute,1
deny,25
publicschool,4
alaskan,1
request,2
proceedings,9
vin,1
atmosphere,2
redetermine,1
exclusive,1
violation,5
agreed,2
terminate,9
halting,1
bring,1
planning,3
staff,1
based,7
knowledge,9
earned,19
credited,1
controls,5
employee,4
employed,11
communist,15
local,19
achieve,1
hijacking,1
bonds,1
czechoslovakia,12
prohibition,1
joint,16
legitimate,3
coordinating,2
procedures,12
multiyear,1
areas,4
gray,1
processes,3
organ,2
taxes,3
teams,1
uniformed,1
fixed,2
reconize,1
intervening,3
europe,29
requirement,5
j,1
national,60
officials,10
yugoslavia,3
enhanced,2
greece,6
operated,1
wire,1
imposition,1
attempting,1
pattern,2
colourado,1
favor,3
progress,5
boundary,7
sabotage,1
comparable,1
sole,2
ability,1
beverages,1
agencies,21
indiscriminate,1
implementing,2
advisability,1
approval,7
distribution,10
david,1
restrictions,26
zimbabwerhodesia,2
limits,4
career,3
taking,11
equal,2
shipment,3
assure,3
grain,4
antidumping,1
passing,1
otherwise,17
withdraws,1
diplomats,22
conclude,2
lithuania,4
disarmament,1
subscribe,1
respect,90
allocated,1
overpayment,2
provinces,10
fishery,63
addition,1
discrimination,1
canadasoviet,2
willing,2
treat,2
zablocki,1
define,1
controlled,2
canadapanama,1
climate,3
expenditure,5
abortions,1
suspension,9
atlanta,1
spain,2
volunteer,6
therefor,3
abandoned,6
value,5
will,5
extradition,10
deductible,3
resident,7
vi,3
nicaraguans,2
disapprove,2
arrangements,8
nonus,2
sadae,1
terrorist,14
privileges,23
administration,9
cross,1
member,11
adverse,3
unity,2
northwest,8
geographical,2
units,1
party,1
terrorism,79
residing,8
injured,1
columbia,4
unconventional,6
upon,5
diplomat,3
assessing,2
issuance,5
whale,1
indigenous,1
judgment,3
requests,1
expand,5
premiers,2
insure,14
appropriated,8
off,4
center,7
i,7
colour,1
fighting,1
administered,1
position,3
soviet,54
restore,3
excise,1
less,4
accurate,2
executive,15
domestic,20
obtain,2
detail,1
sources,4
interim,7
fishing,45
abolish,1
coordination,3
bequests,1
interoceanic,2
lake,4
capabilities,1
day,1
arrest,2
adoption,19
citizen,4
earthquakes,13
enact,2
resolved,1
tests,1
increased,47
provisions,27
articles,5
archeological,2
republics,11
increases,3
royalty,8
supervise,1
installed,1
loss,6
displaced,3
necessary,8
lost,2
noncommunist,4
admitted,3
taxpayers,19
payments,45
become,2
works,3
refugees,16
redesignate,2
amendment,5
parity,1
because,4
flagrant,1
authority,13
growth,7
export,22
home,2
employment,6
recognition,1
hurricane,2
mines,2
does,5
warfare,1
symbol,1
limitations,2
penalize,10
monetary,28
expansion,7
prohibited,3
paraguayan,1
loans,18
sister,1
quarter,1
carried,2
extension,2
freedom,16
recognized,4
swear,3
distressed,1
revise,3
alliance,3
enacts,4
childrens,9
washington,1
repair,1
three,2
assess,4
guard,1
registration,2
roads,5
terminated,2
postal,7
additional,62
extraction,1
transfer,37
housing,3
disapproval,1
awarded,1
continental,8
terminates,2
function,5
fiscal,180
north,29
ireland,10
insurer,2
funds,69
hazardous,1
but,1
delivery,1
construction,8
gain,1
courts,3
nassau,3
basin,10
assets,10
embargo,18
made,18
whether,1
official,3
hosting,3
signed,14
harvested,2
cruel,1
chairmanship,1
limit,64
problem,3
bearing,1
recognize,1
universal,1
contribute,11
resumption,1
periods,4
paraguay,4
education,7
proceeds,6
mutual,1
corporation,16
percent,4
forests,2
scholarly,15
stat,5
oppression,2
june,11
stay,4
repeal,29
disclosure,6
incurred,16
peopletopeople,1
using,4
oral,3
space,1
rule,2
portion,1
compete,1
pension,1
retirees,1
