Word,Occurrences
equity,2
employee,3
employed,13
adequate,3
population,2
local,24
first,1
offense,4
do,6
his,24
gains,2
representatives,2
means,5
contracts,1
assistant,2
prohibiting,1
capital,2
norma,1
counsel,5
sponsors,6
employers,14
inclusion,2
enters,4
october,5
ssi,3
residing,5
new,3
report,1
during,27
years,60
procedures,29
him,5
statutes,6
areas,7
prime,3
reveal,1
cubanhaitian,2
technical,1
unauthorized,6
countries,42
h,1
orphans,12
board,4
alteration,1
remove,5
requesting,1
investigate,1
gangfung,1
activity,2
marries,1
secretary,2
arrival,10
requirement,34
temporarily,9
petty,1
fair,1
higher,3
generally,10
unmarried,9
recipients,3
immigrant,78
relative,3
individual,2
are,70
enhanced,1
terms,4
calendar,4
alecia,1
acts,6
subject,12
unrelated,1
knowing,1
vocation,1
voluntary,10
visiting,2
federal,47
review,4
exchange,4
calamity,1
sponsorship,1
xvi,34
completion,1
outside,2
classes,3
bureau,3
entrant,2
between,8
boundary,1
verification,4
available,37
wage,10
recently,3
ability,3
extend,26
nature,1
felony,2
sole,3
salli,1
agencies,28
disallow,6
solzhenitsyn,3
southeast,4
aircraft,3
death,3
opposition,1
excludable,9
benavides,1
nationality,516
authorizing,1
indigent,3
regular,2
improve,12
concentrated,2
both,2
c,2
toward,3
acquiring,1
signed,3
appropriations,9
country,18
region,1
annual,2
airport,1
against,7
foreign,69
participating,4
beltran,1
connection,7
pl,1
present,2
residency,6
receives,4
expended,1
distinction,4
workers,5
grounds,15
crewmen,3
adjusted,8
extent,2
others,19
dislocations,1
period,42
seizure,2
migrant,14
maintained,2
grants,3
agents,4
promptness,1
affiliated,4
vessel,4
respect,58
allocated,2
eighteen,2
persecuted,20
custody,7
speak,2
provinces,12
cities,3
occured,2
restriction,1
basis,24
stamp,2
create,3
reciprocity,1
political,22
three,5
been,37
beneficiary,2
commission,10
production,1
agreements,1
entitle,1
laos,5
collected,6
adoption,29
borders,8
territory,1
meeting,1
duties,3
define,7
wants,1
lifepreserving,1
life,1
enable,11
families,25
eastern,5
reimburse,3
honorary,1
citizen,44
gas,1
protect,1
automatic,1
deported,11
fund,1
mailing,1
minister,10
chile,8
child,25
exemption,3
deport,23
andrea,1
former,4
those,1
granted,2
case,14
lebanese,1
criminal,6
amend,617
judicial,1
examine,1
remaining,1
employ,20
receive,22
near,1
moratorium,1
adjust,3
consular,5
cannot,9
residence,59
mentally,1
aid,16
properly,2
property,4
study,5
procedure,4
evacuees,2
mexico,6
resident,37
halina,1
secondary,1
j,1
engaged,3
it,6
encouragement,2
expenses,3
ii,25
securities,1
contract,4
aguila,1
inspector,1
engages,2
if,13
parent,2
ignacio,1
different,4
terrorist,4
italy,12
emergency,7
grant,24
perform,2
demonstration,11
make,53
resided,29
administration,15
cooly,4
same,11
enlistment,3
adverse,7
inquiry,5
economy,7
viola,1
limitation,4
colonies,9
agnes,1
daughters,10
entitled,5
status,73
independent,5
hansens,4
temporary,24
ahmad,1
comprehensive,1
refusal,6
upon,7
expediting,1
marie,3
producers,1
persons,37
medicaid,3
issuance,25
student,5
military,4
changing,5
identity,1
insure,3
motherchild,1
appropriated,2
ridgeway,1
programs,16
i,1
colour,1
investigation,1
resettlement,4
moral,3
iv,1
person,10
without,8
relief,45
detained,5
english,6
entry,34
jean,1
redistribution,3
soviet,8
investments,2
meet,1
seasonal,12
restore,2
jurisdictions,2
reapportionment,2
unemployment,2
being,2
percent,3
prompt,2
domestic,1
obtain,5
competitive,1
schools,4
violent,9
identify,2
fishing,4
human,2
taiwan,1
studying,1
imprisoning,1
migration,32
retirement,8
classification,1
localities,3
undeveloped,2
admission,104
expedite,2
had,2
except,2
improvement,3
anticanadian,1
parents,17
treatment,17
innocent,1
exempt,6
has,37
administrative,6
maintenance,1
enact,3
real,2
tests,7
victims,5
amended,12
provisions,21
government,41
read,2
nonimmigrants,2
advocate,4
utah,1
matters,1
suffering,4
five,17
preference,12
birth,3
world,4
railroad,2
base,4
demonstrations,3
outofstatus,1
imposed,1
lost,1
excluding,3
interrupt,1
efficiency,9
impacted,1
delinquents,1
admitted,50
specific,6
collect,1
benefit,1
imposes,1
offices,1
officer,4
fatherchild,1
lose,1
waiving,5
served,3
security,34
refugees,55
suppliers,1
rosina,1
attorney,19
right,17
old,1
jews,3
wholly,3
creed,1
creation,4
lebanon,1
authority,5
excludability,2
born,9
economic,2
complete,2
staniszewski,3
duration,1
home,7
employment,63
recognition,2
enemies,6
denies,1
gross,8
fertilizers,1
deter,4
establish,34
nazi,22
investigations,4
legal,13
religion,20
individuals,16
eliminate,13
provides,1
denied,2
nelken,1
identifiable,2
deportable,13
refer,14
limitations,3
process,1
business,1
vivian,1
performed,2
problems,3
equivalent,1
processing,1
continuing,1
confer,32
natives,2
graduates,4
expire,1
indochinese,6
departures,1
become,13
losing,1
usc,4
relating,33
permitted,3
after,30
chapter,6
on,110
about,5
census,2
central,2
boards,1
filipino,3
most,2
xviii,4
citizens,31
shuja,1
dependence,1
shipping,1
costs,6
bicentennial,3
nonimmigrant,44
must,4
medicare,1
guilty,1
concentrations,3
affirmatively,3
prevailing,2
tenants,1
hospital,2
revise,32
reinprovincement,1
heavy,2
own,2
tourists,5
presence,13
civil,1
pays,3
into,74
within,44
obtaining,8
exceed,1
naturalized,7
lois,1
authorities,4
because,10
donated,1
immigrationrelated,2
determine,1
lawful,10
roads,3
owners,3
emigrate,1
policies,1
convicted,5
rudolph,1
repeal,23
additional,48
her,1
whom,6
transfer,2
support,26
relocation,4
specifically,1
approved,7
fully,2
virgin,3
visas,66
development,2
authorized,1
house,2
fairness,1
sale,2
analyze,1
sections,9
war,6
provinced,1
felonies,1
withholding,1
revised,6
interagency,1
ireland,6
form,2
clinics,1
funds,7
hazardous,3
regard,2
servicemembers,2
immigration,605
but,23
delivery,3
forfeiture,1
deductions,8
construction,5
ho,1
courts,14
filed,2
adults,2
highest,2
with,101
entered,5
supplementary,1
hire,5
fraud,14
applying,3
nieces,1
places,1
whether,7
wish,5
implementing,2
official,1
lawfully,27
up,6
us,66
record,7
limit,5
minor,1
continuously,28
demonstrate,1
inquiring,1
similar,2
beliefs,8
penal,1
horses,1
juvenile,1
vehicles,2
associated,4
citizenship,52
certain,304
specified,2
direction,21
wartime,2
general,32
ihor,1
single,3
lived,1
departments,1
file,6
field,1
orders,1
diversity,1
ship,1
education,24
hospitals,2
physical,10
functions,4
no,4
glacier,1
personnel,7
shortages,1
when,1
cambodia,7
graduate,1
preventing,1
application,1
interested,1
republic,4
transport,1
holding,1
income,47
department,12
restrictions,13
concerning,1
revision,2
lance,1
category,3
illegally,46
marihuana,2
ineligible,8
provided,21
students,11
crime,1
class,1
june,2
acosta,4
stay,1
coverage,10
pertaining,4
spouse,11
union,5
incurred,1
taxes,1
fiscal,8
bloc,1
land,4
wife,1
established,4
age,8
required,6
together,3
institutions,1
fraudulent,2
vietnam,23
arisen,3
pension,1
time,6
parole,1
having,4
waiver,19
