Word,Occurrences
can,21
following,6
making,104
reauthorize,7
lumpsum,42
provisionmaking,1
deceased,34
attain,13
claim,17
citizens,48
nursing,1
figure,2
december,20
subsidies,3
agent,11
costofliving,256
performed,31
council,9
allowed,25
clothing,6
parliamentary,19
productive,5
requirements,119
winter,2
divided,20
bonds,5
reside,3
sunday,7
vowofpoverty,2
ensure,19
allowable,20
subsidiaries,1
economy,9
criminal,4
levy,1
may,709
profitsharing,1
applications,9
membership,2
boards,4
designed,46
commit,1
date,29
waste,13
truly,9
data,2
lifting,1
rahabilitation,1
costeffective,1
natural,28
infirmaries,1
commodity,24
whenever,11
consequently,1
wheelchair,2
applicant,12
sclerosis,7
prosthetics,1
rather,104
accelerated,2
so,560
deposit,5
definitions,2
refund,33
foodstuffs,1
serving,6
furnished,26
gradual,8
exchanges,1
years,275
brain,5
disparities,6
statistical,4
unfavorable,1
still,10
conjunction,1
group,17
monitor,3
terminations,7
facility,3
multiyear,3
forms,1
offers,1
constitutes,2
farmer,1
policy,1
decreased,2
hanks,1
bipartisan,5
into,118
qualifies,3
finance,5
recipients,464
civilian,3
obtaining,5
nation,1
postservice,2
lunch,141
qualified,70
half,8
not,596
developmental,25
now,3
provision,140
maintaining,48
enacted,79
term,4
attorneys,6
name,1
stabilize,3
january,40
drop,1
nonfood,1
establishing,42
realistic,48
pharmacies,2
entirely,14
quarter,7
disablity,1
significantly,1
overissuances,1
receipt,5
conventions,1
year,331
disasters,9
plans,36
canada,1143
living,112
ultimately,9
cafeteria,1
factors,1
profit,6
increase,738
contained,20
investigation,9
rational,2
entitlements,1
formula,52
receiving,400
assurance,1
eagle,4
earlier,3
holocaust,2
million,2
incentives,53
governing,159
lotteries,1
fuller,2
seventy,2
problem,2
care,306
longrange,3
advance,14
training,34
impose,35
oldage,259
british,5
motion,2
turn,3
livingston,1
place,21
nonprofit,46
discontinued,28
first,80
blind,238
cheese,1
xi,41
dwelling,6
surviving,112
revenue,1022
nutritional,24
one,61
xx,132
specifically,4
directly,47
carry,16
corporations,6
homedelivered,4
xv,1
rented,1
city,2
given,3
necessarily,3
categorical,1
households,128
physically,35
returns,16
clinical,1
incarcerated,5
legally,14
white,3
participated,2
nutrition,198
taxation,47
continuous,2
accurately,1
stepchildren,4
hartford,2
inmates,18
than,192
specify,5
population,3
television,9
effective,111
accordance,3
depressed,6
require,302
subsaharan,1
transferred,5
future,28
were,109
cards,10
sixtytwo,6
lunches,14
fiftyfive,3
illness,26
pro,1
tastes,1
rent,14
breakfast,20
recover,1
greatgrandchildren,2
any,636
efficient,12
aside,4
reforestation,1
note,2
equipment,12
emphasis,9
potential,15
handicap,5
take,47
spaceavailable,1
performance,1
coincide,2
encouraged,2
impairment,11
adjusting,6
fixedincome,5
formulas,3
begin,29
thirdparty,30
multiple,7
normal,2
onehalf,24
price,69
enter,2
paid,260
falls,7
donation,4
printed,3
america,12
imposition,39
redirecting,13
renal,1
refunds,4
failure,9
considered,81
average,6
talents,2
ways,2
professional,13
senior,94
filing,21
laws,29
inequity,1
surplus,36
certification,2
german,2
energyefficient,1
workshops,8
pursuant,43
fifty,6
commissary,2
tenyear,1
threshold,7
recording,2
title,2803
proclamation,1
proportion,3
outside,460
crime,4
only,79
explicitly,2
accounts,15
treasury,20
awareness,1
dispute,4
contracts,3
assistant,16
sixteen,2
designated,3
employers,29
cannot,1
ssi,78
awaiting,2
installed,1
secondary,2
prime,17
reveal,1
regarding,1
resource,10
borrow,7
requesting,1
landlord,1
liable,6
where,148
husband,31
imposing,2
fellowships,2
unmarried,3
ends,1
relative,16
elected,5
college,6
eliminating,20
calendar,5
interprovince,7
detect,1
voluntary,26
mortgage,1
farmers,3
federal,696
subsequent,19
review,36
schoolage,11
representatives,2
boundaries,4
enough,9
between,70
affecting,12
reading,1
checks,128
affordable,3
notice,3
jobs,6
august,11
parent,44
parental,7
offices,1
nationality,1
cities,6
coupons,19
postage,3
weatherization,4
mans,1
installation,11
resides,4
residence,39
contract,3
deduction,233
s,3
residency,1
expended,1
allowance,46
duty,6
among,37
recreational,1
cancer,3
continuation,23
period,185
adjudication,3
readoption,1
maintained,10
grants,190
scheduled,9
article,1
appealing,1
custody,7
caring,2
better,8
unusual,1
fiveyear,2
informed,9
airlines,2
workshop,3
deposited,6
combined,110
mary,1
exhaustion,2
enable,43
shopping,2
eprovince,4
reimburse,8
offered,1
accessibility,4
minister,120
declaration,2
acquiring,1
hardcore,1
tollfree,4
former,11
those,124
pilot,22
case,281
these,7
embodying,1
cash,22
premature,1
handicapped,262
policies,21
investigating,1
noncash,2
distinctions,7
ivd,3
thirtysix,1
iva,5
engaged,14
telephone,18
couples,35
middle,1
attributed,8
activity,10
technology,4
forgery,1
enabling,5
expenditures,29
develop,19
afdc,92
innocently,3
pay,33
granted,12
tour,1
same,95
speech,10
adjudications,1
physical,20
mealsonwheels,13
status,31
setaside,2
extended,1
sickness,1
interruption,3
assist,63
structurally,1
incarceration,4
disincentives,10
allocation,3
persons,380
statutory,12
disadvantaged,6
intended,3
changing,1
validate,2
totally,31
mentally,64
modes,1
minimize,1
disregards,1
floor,9
constitutional,2
severe,37
without,449
relief,84
components,2
crypt,2
coordinate,5
termination,15
charged,6
summer,7
being,57
when,137
adjustments,56
actions,14
safeguards,1
foot,1
cease,5
lowand,3
stepgrandchild,1
ablebodied,3
wifes,37
irregular,3
death,167
womans,17
trigger,6
except,15
improvement,21
treatment,67
healthsports,2
adoptions,2
extensive,4
evidentiary,2
real,43
aspects,1
rules,10
handling,3
sums,3
undelivered,33
inflation,3
schedules,3
confined,4
using,1
railroad,13
execution,1
recipient,60
reduces,3
pregnant,6
administrable,1
annually,5
provincewide,3
benefit,724
donations,1
either,36
nephews,2
served,9
voluntarily,6
xviii,114
reduced,147
twelve,3
satisfactory,1
deduct,7
exposed,2
annuitants,3
conditional,1
competition,1
supplementary,73
stepparent,7
specified,52
duration,5
matching,52
provided,104
scholarships,2
legal,35
wageearning,1
depletion,3
runaway,1
provides,10
provider,2
refundable,63
moderate,12
restoring,8
measuring,2
considering,1
wheat,1
scientific,3
power,10
internship,1
manufactured,2
equivalent,23
fitness,2
outreach,8
credits,45
leadership,14
artie,1
ratios,4
sixty,12
twoparent,1
on,1026
disabilities,64
sustain,2
noncompliance,2
tumor,4
escalating,3
medicare,159
equalize,4
intent,2
dependentcare,1
provisional,2
expectancy,4
widowed,33
lands,4
burial,30
coupon,6
rolling,4
widower,39
determine,7
parties,3
elementary,1
actuarially,3
stepparents,1
her,213
area,13
assumed,1
there,25
start,1
low,36
lou,1
dislocated,1
windfall,6
treat,22
municipalities,1
complete,20
proportionately,1
regard,143
delayed,31
elimination,11
methodologies,2
promote,36
with,1015
groupliving,2
threepercent,1
shortterm,2
october,36
applying,5
holdharmless,6
abuser,1
abuses,2
dependents,53
detailed,1
transportational,37
vehicles,13
citizenship,1
geriatric,13
certain,1081
sales,4
general,149
substantially,1
serviceconnected,3
deem,3
governed,5
file,4
secondclass,1
lifetime,4
withdrawal,1
hospitals,3
again,3
amendments,107
retiring,2
administered,8
designating,1
vocational,86
event,4
field,8
terminating,8
revisions,2
immunity,1
poor,9
ineligible,25
equitably,4
separate,39
students,35
time,113
includes,6
gifts,2
computerized,1
coverage,289
serious,3
included,37
equitable,34
spouse,166
fiscal,117
hereunder,1
remote,1
assets,3
wife,32
omnibus,13
collegiate,2
repay,1
ensuring,2
mass,18
directory,2
overseas,1
original,11
waiver,12
waives,1
all,223
consider,4
caused,6
lack,1
dollar,16
splitting,1
month,170
executing,2
deadline,1
cooperative,6
welfare,175
follow,1
allowances,20
religious,18
children,448
taxicab,3
opportunities,9
removal,10
program,1269
dairy,3
reentitled,2
health,269
paying,3
woman,21
premium,1
returned,7
churches,2
returning,1
personnel,9
decide,2
fall,2
difference,2
condition,43
treating,1
neurological,2
mothers,50
evaluation,2
list,5
applicable,63
occurs,3
amend,4605
adjust,36
small,5
indemnity,1
economically,7
exemptions,4
appointment,22
samoa,1
withheld,7
discriminates,2
penalties,4
past,3
rate,42
titles,149
design,3
rata,1
pass,23
further,148
attributable,16
investment,15
compile,1
defence,1
imported,2
consumers,8
favor,2
section,317
householders,1
certificates,8
nurse,4
method,78
recentlyenacted,5
full,107
christian,1
eligibility,487
modify,41
hours,6
operating,6
profitmaking,3
excess,54
november,5
conviction,5
losses,4
qualify,158
experience,3
prior,92
amount,999
supplements,10
advertising,3
social,4654
action,26
options,2
authorize,217
followed,1
retroactive,6
family,114
buses,1
requiring,15
enactment,7
vii,48
africa,1
aimed,11
trained,4
reparations,2
establish,332
select,8
literary,1
uncashed,1
eye,2
takes,3
uniformity,3
prescriptiveness,2
internation,1
objectives,2
contains,1
petroleum,3
two,19
socialization,22
compensate,4
taken,55
promoting,4
injury,3
achieving,5
authorization,73
more,207
lowering,3
door,4
incentive,18
company,5
outpatient,13
particular,5
known,3
producing,2
expeditious,5
presumed,2
borrowing,8
reallocation,1
science,1
remain,5
paragraph,1
staffing,14
v,15
purchases,4
compare,3
prompt,11
challenging,2
lives,3
trial,4
share,9
accept,11
minimum,92
numbers,6
purchased,4
byssinosis,2
exclude,62
qualifying,8
distributions,5
information,76
needs,32
beef,6
court,6
serves,2
employmentrelated,18
needy,41
amendment,10
acts,36
utilize,4
oasdi,34
commercial,2
earnings,568
idaho,2
recomputation,1
plant,1
prepayment,4
advice,1
scouts,9
derived,4
reflect,92
catalog,6
miners,1
concern,1
accorded,10
cutoff,1
response,1
proclaimed,1
short,2
unnegotiated,8
documentation,2
deserted,1
coal,6
broadcasting,1
responsibility,38
specifying,2
geographic,4
retrieval,1
help,19
aided,1
september,11
mission,4
trade,9
disabled,380
held,6
highcost,2
through,165
committee,10
committed,1
existence,3
suffer,28
its,46
register,2
rapidly,1
taxpayer,268
nonoccupational,1
actually,35
harmless,10
absence,4
systems,25
might,5
thereafter,7
fines,1
good,3
return,12
entire,8
food,784
floating,1
disregarded,24
soundness,6
communities,6
association,1
restrict,6
hereafter,6
designation,1
instances,1
fully,38
presented,2
semiannual,40
payee,44
deteriorated,1
repayment,3
provincement,17
marry,3
erroneous,3
referred,2
week,2
mental,19
house,6
energy,46
hard,2
reduce,189
oil,4
operation,52
beyond,22
insurance,5473
initiatives,4
funding,30
nutritionally,5
since,3
projected,1
viability,1
research,11
participants,25
safety,13
ministerial,1
issue,2
durationofmarriage,7
highway,1
reporting,10
earns,4
polling,8
problems,4
alleviating,5
enforcing,2
effect,57
extraordinary,2
reason,75
base,61
members,111
vxi,1
attendant,2
rises,17
beginning,39
renovated,2
onsite,3
definition,30
owners,4
benefits,3260
annulled,2
conducted,13
elective,5
xii,2
consequence,6
feed,3
major,2
unsubsidized,2
relate,8
guam,8
number,17
elder,5
notify,1
fees,6
wages,43
passes,1
inapplicable,24
heads,4
errors,1
utilization,7
introduction,2
automobile,1
financed,41
revive,4
least,119
regulation,8
station,2
recovered,3
lease,3
poultry,2
decisionmaking,3
option,13
relationship,1
park,5
immediate,11
part,115
deductibility,1
taxable,34
clarifying,4
financing,77
b,11
determines,1
double,1
youth,7
nevertheless,5
determined,27
marriage,120
risks,6
greatgrandchild,1
toward,2
treated,28
procedural,1
identifiers,2
multipurpose,39
strengthen,77
actuary,2
ages,7
defect,5
substantiates,2
substantial,65
sentences,1
aged,106
orders,4
sell,1
built,4
prepartion,1
self,1
itemized,4
officers,6
conforming,3
also,17
recognizing,14
costs,174
finding,5
contractual,2
itemizes,2
province,375
experienced,1
electric,4
retired,70
reconciliation,13
exempted,1
unused,15
most,5
hired,4
plan,48
detemining,1
services,604
approved,54
achievement,1
salary,2
industry,1
clear,58
humanitarian,1
cover,3
charitable,27
artistic,1
fuelstamp,1
scholarship,4
institutions,50
sector,6
particularly,7
obligations,10
commissions,14
beneficiarys,10
relation,5
nonrefundable,5
felon,1
excessive,3
grantinaid,2
costing,2
impact,4
securing,6
firewood,1
distributed,1
nonfederal,2
penalty,10
failed,2
subsection,4
money,3
correction,2
his,373
dependent,408
alleviate,2
interfund,4
custodial,1
kind,14
remedy,1
institutionalization,13
breast,1
closely,1
shared,16
during,134
him,42
stamp,497
sects,1
transitional,3
disregarding,23
alteration,1
remove,312
genderbased,14
common,7
allocations,9
recommendations,6
x,16
semiannually,4
restaurants,2
insane,2
redefine,1
set,8
selfsupport,5
appalachian,3
enjoyed,1
administrator,2
culture,3
individual,977
are,557
close,2
noninstitutionalized,1
practices,2
preparation,10
practice,4
currently,5
unions,8
teletypewriters,15
various,93
familys,3
conditions,167
available,93
recently,55
hardship,6
missing,1
targeted,9
dividends,7
sold,11
sole,1
denomination,2
fishermen,3
citys,2
legislature,2
both,55
c,9
vinland,2
prescription,8
reverse,4
appropriations,95
cashing,1
annual,207
foreign,16
connection,19
became,24
retarded,44
experimental,2
load,2
childhood,1
supply,8
reasons,1
loan,3
community,77
improper,1
dietary,4
afdcu,1
experiencing,12
vessel,1
throughout,1
raise,19
incomes,10
monthly,223
create,47
acceptance,4
political,3
due,44
convicted,6
whom,15
reduction,157
subchapter,6
supplying,1
maintenance,45
collected,2
preventable,4
deduced,1
meeting,18
pl,2
budgeted,2
institutionalized,7
developmentally,1
fire,3
miscellaneous,3
citizen,10
gas,5
gao,3
fund,71
fivemonth,4
determination,75
representative,6
reenact,1
prices,8
interior,1
plants,2
stolen,15
grains,1
judicial,7
expanded,25
budget,56
evaluated,2
technical,16
while,270
match,2
error,9
selfemployment,109
advising,2
childrearing,1
homelands,1
emphasizing,1
century,3
commonly,2
examiners,9
examine,8
openended,3
grant,35
notch,5
shorten,1
oasdhi,1
modification,38
products,13
forgiveness,1
composition,1
prerequisite,10
higher,54
development,30
calculation,2
used,65
temporary,19
forced,7
bonus,8
comprehensive,35
assessment,4
expediting,6
husbands,93
levels,66
medicaid,88
purpose,70
necessity,1
aggregate,2
residents,27
recent,3
early,1
lower,16
earmark,5
thirtyone,1
older,359
spent,1
analysis,2
person,47
presumptively,10
royalty,1
organization,42
prevention,5
chore,2
eyeglasses,2
quarters,128
repealing,4
comprehensively,1
annuitant,8
regardless,64
alternative,14
wage,84
retirement,316
antipoverty,3
correcting,1
admission,8
guaranteed,21
exclusively,7
source,4
governmental,10
parents,70
administrative,52
associations,2
march,11
amended,52
emergency,83
evaluate,4
couple,68
advocate,2
wives,50
oneyear,3
matters,15
suffering,64
projects,46
modifications,3
imposed,32
d,14
submission,2
systematically,3
incidental,2
seventytwo,2
consensus,1
communications,8
continue,151
earings,1
essential,7
terminology,3
taxexempt,32
pertaining,3
scrip,1
inability,3
collectors,1
senate,3
fathers,76
creation,3
some,5
necessaries,1
delegation,1
added,28
accelerate,11
sight,7
horticultural,3
secretarys,1
indigent,1
delivered,10
gradually,12
communityoriented,1
contacts,1
englishspeaking,3
decision,19
though,11
exceeding,4
per,15
rehabilitating,1
eliminate,312
phasing,7
thirdclass,1
minimal,2
t,1
inserting,1
nonqualified,1
varying,2
patient,2
interpreters,4
martin,1
continuing,18
agreement,9
refused,3
restrictive,3
step,1
garnishment,2
respite,2
plots,4
relating,126
abroad,7
selfcare,2
faith,3
goods,3
consumption,3
champus,1
extending,1
deductibles,4
range,1
involving,30
allotment,14
womens,3
tenants,2
block,20
repair,5
nonafdc,5
caretaker,4
aliens,5
within,125
phase,1
appropriate,89
selected,4
primarily,2
steven,1
tuitionfree,1
rolls,8
ontario,1
computer,1
entitlement,234
renewal,13
spending,6
assuring,5
long,4
accountability,21
vendors,3
consultation,4
suit,1
sections,6
files,1
royalties,2
withholding,10
himself,1
interagency,2
duly,4
registered,1
workfare,7
immigration,1
deductions,254
properly,1
reed,2
pacific,1
filed,15
subsidiary,1
line,3
raising,2
directed,1
remunerative,1
nieces,2
fulfilling,2
negotiability,5
up,6
us,6
fica,2
verification,2
continuously,1
similar,18
consumed,2
inmate,4
widowers,180
associated,28
adults,11
defined,1
lowincome,67
surtax,4
commissioner,25
single,35
concealment,1
cotton,1
spousal,2
liberalize,207
divestiture,1
amounts,147
fixing,1
inequities,1
peace,2
invalid,2
preventing,20
application,39
electrical,4
income,1590
department,103
revision,4
calculating,1
gross,115
prosecution,4
prepared,3
regulations,22
intensified,2
restoration,2
allowing,4
fertilizer,2
meals,24
structure,5
independently,1
land,20
e,3
lead,1
vice,7
valuables,1
consumer,52
age,725
required,75
illnesses,1
departments,2
carrying,8
attaining,37
enrolled,3
renumeration,1
requires,7
having,63
antolin,1
code,1049
partial,12
advisory,10
issued,8
broaden,5
results,3
existing,61
alien,1
go,1
adjustment,148
contributions,62
centers,64
issues,6
concerned,2
young,17
suits,2
languages,1
excluded,20
quarterly,12
internment,1
include,44
resources,51
deficit,2
jurisdiction,9
presently,84
continues,1
instructional,1
acrosstheboard,10
allocable,1
entitle,1
continued,29
categories,5
timely,2
severely,18
recreation,28
positions,4
notes,2
sanctions,1
fortysix,1
disbursements,6
enacts,8
smithee,1
businesses,1
inspection,1
enforce,3
smaller,2
acceptability,1
enclosed,1
notwithstanding,3
initiate,1
index,60
business,24
includible,4
earmarking,5
giving,1
assisted,68
recoup,1
intergovernmental,4
access,4
consistently,1
waiting,59
indian,1
capital,2
ammunition,1
exercise,3
body,1
completion,3
desires,1
exchange,21
